listing_id,platform,city,state,brand,model,variant,manufacturing_year,kilometers_driven,engine_capacity_cc,mileage_kmpl,transmission,fuel_type,number_of_owners,seller_type,warranty_status,insurance_validity,scraped_date,raw_price
PW_IND_17784,Droom,Mumbai,Maharashtra,Hero,Passion Pro,Drum,2025,9597,113.0,60.0,Manual,Petrol,1st Owner,Dealer,1 Year Certified Warranty,Comprehensive,2026-07-05,"₹98,600"
PW_IND_13722,Quikr,Chennai,Tamil Nadu,Yamaha,RayZR 125,Fi Hybrid,2020,37907,125.0,54.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-08-24,"41,400"
PW_IND_16826,BikeWale,Chennai,Tamil Nadu,Honda,Activa 6G,DLX,2018,85609,110.0,55.0,Automatic,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-01-21,"₹ 25,200"
PW_IND_11275,OLX,Jaipur,Rajasthan,Royal Enfield,Himalayan,Pine Green,2016,114319,411.0,32.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-05-21,"₹46,400"
PW_IND_15030,BikeDekho,Pune,Maharashtra,Honda,Activa 6G,DLX,2018,73105,110.0,55.0,Automatic,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-04-21,"23,700"
PW_IND_16140,BikeWale,Mumbai,Maharashtra,Hero,HF Deluxe,Kick Start,2020,71864,97.0,68.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-06-26,"₹ 21,700.00"
PW_IND_13019,Quikr,Delhi-NCR,Delhi,Honda,Activa 6G,DLX,2022,37514,110.0,55.0,Automatic,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-05-26,"₹ 38,100"
PW_IND_14354,BikeDekho,Bengaluru,Karnataka,TVS,Sport,ES,2022,53713,110.0,70.0,Manual,Petrol,2nd Owner,Individual,6 Months Warranty,Expired,2026-03-05,29400
PW_IND_15316,BikeDekho,Ahmedabad,Gujarat,Suzuki,Gixxer 250,Dual ABS,2023,27452,249.0,35.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Comprehensive,2026-04-06,129100
PW_IND_18121,Droom,Delhi-NCR,Delhi,KTM,Duke 390,Gen-3 Dark Galvano,2019,63166,,28.0,Manual,Petrol,2nd Owner,Certified Dealer,6 Months Warranty,Third-Party,2026-05-04,"135,600"
PW_IND_15525,BikeDekho,Jaipur,Rajasthan,Royal Enfield,Classic 350,Dual Channel ABS,2023,29385,349.0,,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Comprehensive,2026-04-20,"₹ 171,500"
PW_IND_17127,Droom,Kolkata,West Bengal,Honda,Activa 125,Disc,2020,61085,124.0,50.0,Automatic,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Expired,2026-03-21,"₹ 51,900"
PW_IND_14658,BikeDekho,Pune,Maharashtra,Yamaha,R15 V4,M Edition,2013,150006,155.0,40.0,Manual,Petrol,1st Owner,Certified Dealer,No Warranty,Comprehensive,2026-03-22,46800
PW_IND_15647,BikeDekho,Hyderabad,Telangana,Bajaj,Platina 100,ES Drum,2015,58828,102.0,72.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,2026-03-04,"15,000"
PW_IND_17904,Droom,Delhi-NCR,Delhi,Honda,CB Shine,SP,2012,111761,125.0,58.0,Manual,Petrol,2nd Owner,Dealer,1 Year Certified Warranty,Comprehensive,2026-02-18,15000
PW_IND_11122,OLX,Chennai,Tamil Nadu,Yamaha,Aerox 155,Version S,2024,14925,155.0,42.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-03-23,"155,100"
PW_IND_12632,OLX,Lucknow,Uttar Pradesh,Bajaj,Platina 100,ES Drum,2022,49162,102.0,72.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-08-07,"₹ 23,100.00"
PW_IND_13961,Quikr,Lucknow,Uttar Pradesh,Bajaj,Avenger Cruise 220,Standard,2019,72856,220.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-07-27,"36,200"
PW_IND_12977,OLX,Lucknow,Uttar Pradesh,Suzuki,Gixxer 250,Dual ABS,2017,81054,249.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-13,"₹ 40,200"
PW_IND_19427,CarTrade,Ahmedabad,Gujarat,Bajaj,Pulsar 150,Twin Disc,2013,145692,149.0,48.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-07-06,"₹ 15,000.00"
PW_IND_18457,Bikes24,Delhi-NCR,Delhi,KTM,RC 200,GP Edition,2017,67239,199.0,32.0,Manual,Petrol,2nd Owner,Dealer,6 Months Warranty,Comprehensive,2026-01-06,"₹ 46,200.00"
PW_IND_18052,Droom,Chennai,Tamil Nadu,TVS,NTORQ 125,Race XP,2022,35103,125.0,47.0,Automatic,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Third-Party,2026-03-16,"₹ 78,600"
PW_IND_15849,BikeWale,Lucknow,Uttar Pradesh,Hero,Splendor Plus,Self Start i3S,2020,74681,,65.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-07,"21,100"
PW_DUP_20036,OLX,Jaipur,Rajasthan,Bajaj,Dominar 400,Touring Edition,2021,29257,373.0,30.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,2026-08-15,"115,200"
PW_IND_19392,CarTrade,Mumbai,Maharashtra,TVS,Apache RTR 200,4V Dual ABS,2019,62425,198.0,39.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-01-16,"63,400"
PW_IND_10719,OLX,Hyderabad,Telangana,Honda,Hornet 2.0,ABS,2023,22205,184.0,42.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-07,"₹ 90,900.00"
PW_IND_13415,Quikr,Pune,Maharashtra,Royal Enfield,Classic 350,Dual Channel ABS,2019,58256,349.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-03-01,"₹95,300"
PW_DUP_20047,Quikr,Chennai,Tamil Nadu,KTM,Duke 200,Electronic Orange,2023,40680,199.0,33.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-08-15,123600
PW_IND_10660,OLX,Kolkata,West Bengal,Bajaj,Pulsar 125,Neon,2018,79290,125.0,52.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-02-12,"23,700"
PW_IND_14303,BikeDekho,Delhi-NCR,Delhi,Royal Enfield,Meteor 350,Supernova,2021,31580,349.0,36.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-08-10,"₹ 107,700.00"
PW_IND_18538,Bikes24,Delhi-NCR,Delhi,Hero,Glamour,Disc,2020,70821,125.0,55.0,Manual,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Third-Party,2026-02-12,"₹ 39,800.00"
PW_IND_16591,BikeWale,Jaipur,Rajasthan,Hero,Xpulse 200,4V Rally,2024,17521,200.0,40.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Third-Party,2026-04-17,"₹117,700"
PW_IND_10792,OLX,Jaipur,Rajasthan,Suzuki,Access 125,Ride Connect,2019,70182,124.0,52.0,Automatic,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-02-20,"₹ 21,100.00"
PW_IND_15164,BikeDekho,Kolkata,West Bengal,Bajaj,Avenger Cruise 220,Standard,2022,43076,220.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-01-06,"₹73,000"
PW_IND_10748,OLX,Delhi-NCR,Delhi,Yamaha,Aerox 155,Version S,2016,80515,155.0,42.0,Automatic,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-05-26,"₹ 23,400"
PW_IND_17478,Droom,Mumbai,Maharashtra,TVS,Sport,ES,2019,59090,110.0,70.0,Manual,Petrol,2nd Owner,Dealer,1 Year Certified Warranty,Comprehensive,2026-04-23,"₹ 21,900.00"
PW_IND_12072,OLX,Pune,Maharashtra,Bajaj,Dominar 400,Touring Edition,2017,121037,373.0,30.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-06-10,46400
PW_IND_13778,Quikr,Hyderabad,Telangana,Suzuki,Gixxer SF 150,Standard ABS,2022,43382,155.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-05-21,"₹ 79,800"
PW_IND_12597,OLX,Ahmedabad,Gujarat,Royal Enfield,Classic 350,Dual Channel ABS,2020,43109,349.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-03-25,111500
PW_IND_18219,Bikes24,Pune,Maharashtra,Bajaj,Pulsar 125,Neon,2014,134597,125.0,52.0,Manual,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Third-Party,2026-04-12,"₹24,900"
PW_IND_15226,BikeDekho,Lucknow,Uttar Pradesh,Bajaj,Pulsar NS200,Dual Channel ABS,2018,66601,199.0,40.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-18,"₹38,000"
PW_IND_17928,Droom,Jaipur,Rajasthan,TVS,Apache RTR 160,4V Special Edition,2019,71932,160.0,45.0,Manual,Petrol,1st Owner,Certified Dealer,No Warranty,Third-Party,2026-03-10,"₹ 62,100"
PW_IND_19192,CarTrade,Hyderabad,Telangana,Hero,Glamour,Disc,2017,91253,125.0,55.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-05-02,20900
PW_IND_13345,Quikr,Jaipur,Rajasthan,Bajaj,Dominar 400,Touring Edition,2021,45537,373.0,30.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-03,"₹ 111,800.00"
PW_IND_13590,Quikr,Lucknow,Uttar Pradesh,Honda,Unicorn,Standard,2021,41393,160.0,50.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Expired,2026-07-06,55800
PW_IND_17166,Droom,Pune,Maharashtra,Suzuki,Burgman Street,EX,2018,82485,124.0,50.0,Automatic,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-06-26,"44,500"
PW_IND_11014,OLX,Kolkata,West Bengal,Royal Enfield,Himalayan,Pine Green,2020,56308,411.0,32.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-03,"107,000"
PW_IND_13361,Quikr,Lucknow,Uttar Pradesh,KTM,Duke 390,Gen-3 Dark Galvano,2017,56996,373.0,28.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-08-22,"₹ 80,400"
PW_IND_10732,OLX,Jaipur,Rajasthan,Suzuki,Gixxer SF 150,Standard ABS,2016,75833,,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-02-19,"₹ 32,600"
PW_IND_20000,CarTrade,Kolkata,West Bengal,Hero,Xpulse 200,4V Rally,2017,99240,200.0,40.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-01-18,"26,000"
PW_IND_15734,BikeDekho,Jaipur,Rajasthan,Honda,CB Shine,SP,2021,67720,125.0,58.0,Manual,Petrol,1st Owner,Individual,6 Months Warranty,Comprehensive,2026-03-09,"₹ 29,900"
PW_IND_12274,OLX,Bengaluru,Karnataka,Hero,HF Deluxe,Kick Start,2015,135904,97.0,68.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-02-19,15000
PW_IND_15293,BikeDekho,Lucknow,Uttar Pradesh,TVS,Sport,ES,2018,74905,110.0,70.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-02-21,"15,100"
PW_IND_12772,OLX,Kolkata,West Bengal,Honda,Activa 125,Disc,2012,133009,124.0,50.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-08-22,15000
PW_IND_10706,OLX,Chennai,Tamil Nadu,Bajaj,Pulsar 125,Neon,2019,52400,125.0,52.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-02-27,38300
PW_IND_10582,OLX,Lucknow,Uttar Pradesh,Suzuki,Burgman Street,EX,2021,45321,124.0,50.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Expired,2026-01-15,"51,200"
PW_IND_19208,CarTrade,Ahmedabad,Gujarat,KTM,RC 390,Factory Racing,2018,81304,373.0,27.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-08-03,"₹ 85,100.00"
PW_IND_16018,BikeWale,Mumbai,Maharashtra,Bajaj,Avenger Cruise 220,Standard,2016,64624,220.0,38.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-07-14,"₹ 34,600"
PW_IND_13943,Quikr,Chennai,Tamil Nadu,Bajaj,Dominar 400,Touring Edition,2023,20672,373.0,30.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-03-07,"₹ 196,900.00"
PW_IND_15453,BikeDekho,Delhi-NCR,Delhi,Bajaj,Platina 100,ES Drum,2019,62330,102.0,72.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Expired,2026-02-19,"₹18,100"
PW_IND_12267,OLX,Ahmedabad,Gujarat,Royal Enfield,Meteor 350,Supernova,2017,69728,349.0,36.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-05-15,52900
PW_IND_18913,Bikes24,Ahmedabad,Gujarat,Suzuki,Gixxer SF 150,Standard ABS,2014,68820,155.0,45.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Comprehensive,2026-01-20,40700
PW_DUP_20200,OLX,Lucknow,Uttar Pradesh,Bajaj,Dominar 400,Touring Edition,2020,56209,373.0,30.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Expired,2026-08-15,97400
PW_IND_15831,BikeWale,Lucknow,Uttar Pradesh,Honda,Hornet 2.0,ABS,2023,24956,184.0,42.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-07-04,"₹ 92,700"
PW_IND_15580,BikeDekho,Lucknow,Uttar Pradesh,Honda,Hornet 2.0,ABS,2022,33869,184.0,42.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Expired,2026-01-05,"₹ 77,200"
PW_IND_15643,BikeDekho,Lucknow,Uttar Pradesh,Hero,HF Deluxe,Kick Start,2016,80073,97.0,68.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Comprehensive,2026-08-22,"₹ 15,300.00"
PW_IND_16764,BikeWale,Ahmedabad,Gujarat,Honda,Hornet 2.0,ABS,2021,31963,184.0,42.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,2026-04-26,"₹ 66,300.00"
PW_IND_14203,BikeDekho,Lucknow,Uttar Pradesh,Honda,Activa 6G,DLX,2018,66593,110.0,55.0,Automatic,Petrol,1st Owner,Dealer,6 Months Warranty,Expired,2026-02-09,25300
PW_IND_19234,CarTrade,Lucknow,Uttar Pradesh,Royal Enfield,Hunter 350,Metro Rebel,2019,58421,349.0,36.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-06-13,"54,700"
PW_IND_17556,Droom,Mumbai,Maharashtra,Royal Enfield,Classic 350,Dual Channel ABS,2022,37363,,35.0,Manual,Petrol,4th Owner,Dealer,No Warranty,Comprehensive,2026-05-04,"₹ 71,900"
PW_IND_10872,OLX,Kolkata,West Bengal,Hero,Glamour,Disc,2020,49085,125.0,55.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-03-06,"₹ 36,600.00"
PW_IND_10149,OLX,Mumbai,Maharashtra,Hero,Passion Pro,Drum,2016,116872,113.0,60.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Comprehensive,2026-04-08,15000
PW_IND_15189,BikeDekho,Ahmedabad,Gujarat,Royal Enfield,Bullet 350,Standard ES,2015,94016,346.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-01-03,"₹32,200"
PW_IND_14767,BikeDekho,Kolkata,West Bengal,Suzuki,Gixxer SF 150,Standard ABS,2016,99279,155.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-03-28,"₹ 31,200"
PW_IND_16249,BikeWale,Ahmedabad,Gujarat,Yamaha,MT-15,V2 MotoGP,2019,59017,155.0,,Manual,Petrol,1st Owner,Dealer,No Warranty,Expired,2026-03-23,"₹68,900"
PW_IND_18099,Droom,Lucknow,Uttar Pradesh,TVS,NTORQ 125,Race XP,2017,61871,125.0,47.0,Automatic,Petrol,2nd Owner,Dealer,1 Year Certified Warranty,Comprehensive,2026-07-12,"29,800"
PW_IND_12442,OLX,Chennai,Tamil Nadu,Yamaha,MT-15,V2 MotoGP,2023,31396,155.0,44.0,Manual,Petrol,2nd Owner,Individual,No Warranty,,2026-01-11,"₹ 117,800"
PW_IND_12420,OLX,Delhi-NCR,Delhi,Hero,HF Deluxe,Kick Start,2019,69105,97.0,68.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-02-25,17300
PW_IND_14084,BikeDekho,Jaipur,Rajasthan,KTM,Duke 200,Electronic Orange,2023,39911,199.0,33.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,2026-06-28,"₹161,200"
PW_IND_14723,BikeDekho,Lucknow,Uttar Pradesh,Bajaj,Pulsar 125,Neon,2015,93558,125.0,52.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-08-13,"16,200"
PW_IND_14677,BikeDekho,Lucknow,Uttar Pradesh,Yamaha,FZ-S FI,V4 Deluxe,2021,42951,149.0,45.0,Manual,Petrol,2nd Owner,Individual,6 Months Warranty,Comprehensive,2026-03-25,"63,900"
PW_IND_12079,OLX,Bengaluru,Karnataka,Hero,HF Deluxe,Kick Start,2016,77718,97.0,68.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-07-09,"₹ 15,100"
PW_IND_12289,OLX,Pune,Maharashtra,Hero,Passion Pro,Drum,2018,59453,113.0,60.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-05-26,"21,400"
PW_IND_16705,BikeWale,Jaipur,Rajasthan,Hero,Splendor Plus,Self Start i3S,2019,78958,97.0,65.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-04-27,"₹25,500"
PW_IND_13636,Quikr,Pune,Maharashtra,Yamaha,MT-15,V2 MotoGP,2023,35881,155.0,44.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-02-05,"101,600"
PW_IND_10910,OLX,Hyderabad,Telangana,TVS,NTORQ 125,Race XP,2022,46822,125.0,47.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-05-08,"₹ 55,800.00"
PW_IND_12629,OLX,Delhi-NCR,Delhi,KTM,RC 390,Factory Racing,2019,58078,373.0,27.0,Manual,Petrol,1st Owner,Individual,No Warranty,,2026-02-10,"113,700"
PW_IND_11820,OLX,Delhi-NCR,Delhi,KTM,RC 200,GP Edition,2012,132862,199.0,32.0,Manual,Petrol,4th Owner,Individual,No Warranty,Comprehensive,2026-08-26,"₹ 18,600.00"
PW_IND_18860,Bikes24,Jaipur,Rajasthan,Yamaha,R15 V4,M Edition,2022,46082,155.0,40.0,Manual,Petrol,2nd Owner,Certified Dealer,6 Months Warranty,Third-Party,2026-02-22,127900
PW_IND_16200,BikeWale,Kolkata,West Bengal,Royal Enfield,Hunter 350,Metro Rebel,2019,34459,349.0,36.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Comprehensive,2026-06-18,"₹ 83,100"
PW_IND_19622,CarTrade,Chennai,Tamil Nadu,Hero,Splendor Plus,Self Start i3S,2019,37092,97.0,65.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-04-12,"₹27,000"
PW_IND_10286,OLX,Mumbai,Maharashtra,TVS,Raider 125,Split Seat,2020,59645,125.0,57.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,2026-02-25,"39,100"
PW_IND_11994,OLX,Jaipur,Rajasthan,Bajaj,Platina 100,ES Drum,2023,22757,102.0,72.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Expired,2026-07-05,"₹ 30,400.00"
PW_IND_11268,OLX,Chennai,Tamil Nadu,KTM,RC 200,GP Edition,2015,77637,199.0,32.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-02-28,"40,900"
PW_IND_19364,CarTrade,Mumbai,Maharashtra,Bajaj,Pulsar 125,Neon,2017,58208,125.0,52.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-05-21,"₹ 21,600.00"
PW_IND_13245,Quikr,Ahmedabad,Gujarat,Bajaj,Avenger Cruise 220,Standard,2021,44895,220.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-01-06,"₹73,600"
PW_DUP_20006,Quikr,Kolkata,West Bengal,KTM,RC 390,Factory Racing,2022,39234,373.0,27.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-08-15,"₹ 226,200"
PW_IND_10774,OLX,Hyderabad,Telangana,TVS,Sport,ES,2017,82382,110.0,70.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Third-Party,2026-01-05,"₹ 15,000"
PW_IND_16127,BikeWale,Delhi-NCR,Delhi,KTM,RC 390,Factory Racing,2012,110964,373.0,27.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-03-23,"37,100"
PW_IND_14874,BikeDekho,Pune,Maharashtra,Hero,HF Deluxe,Kick Start,2018,48408,97.0,68.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-08-03,17400
PW_IND_15711,BikeDekho,Hyderabad,Telangana,Yamaha,RayZR 125,Fi Hybrid,2019,63206,125.0,54.0,Automatic,Petrol,2nd Owner,Dealer,No Warranty,Third-Party,2026-06-04,"30,600"
PW_IND_17364,Droom,Chennai,Tamil Nadu,Royal Enfield,Himalayan,Pine Green,2021,47400,411.0,32.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Expired,2026-07-05,150900
PW_IND_18065,Droom,Hyderabad,Telangana,Honda,CB Shine,SP,2018,89881,125.0,58.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-07-25,"₹ 43,300"
PW_IND_11216,OLX,Pune,Maharashtra,Suzuki,Gixxer SF 150,Standard ABS,2013,146701,155.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,2026-06-25,18600
PW_IND_14705,BikeDekho,Bengaluru,Karnataka,Suzuki,Burgman Street,EX,2018,56066,124.0,50.0,Automatic,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-04-28,"₹32,800"
PW_IND_12200,OLX,Kolkata,West Bengal,Bajaj,Avenger Cruise 220,Standard,2017,63237,220.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,,2026-08-05,34900
PW_IND_13407,Quikr,Pune,Maharashtra,Bajaj,Pulsar 125,Neon,2023,22870,125.0,52.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-04-19,65100
PW_IND_12243,OLX,Delhi-NCR,Delhi,Bajaj,Avenger Cruise 220,Standard,2022,29714,220.0,38.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-02-13,"₹72,700"
PW_IND_19776,CarTrade,Chennai,Tamil Nadu,Suzuki,Gixxer SF 150,Standard ABS,2025,8312,155.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-06-21,"₹160,500"
PW_IND_18189,Droom,Lucknow,Uttar Pradesh,Honda,Activa 125,Disc,2017,52141,124.0,50.0,Automatic,Petrol,2nd Owner,Dealer,6 Months Warranty,Third-Party,2026-07-14,"₹20,900"
PW_IND_12736,OLX,Bengaluru,Karnataka,Bajaj,Platina 100,ES Drum,2017,64955,102.0,72.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,2026-02-14,16100
PW_IND_16340,BikeWale,Lucknow,Uttar Pradesh,KTM,Duke 390,Gen-3 Dark Galvano,2022,28503,373.0,28.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,2026-01-10,"₹ 240,600"
PW_IND_19663,CarTrade,Pune,Maharashtra,Yamaha,FZ-S FI,V4 Deluxe,2022,29259,149.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-02-15,"₹ 78,700"
PW_IND_17908,Droom,Jaipur,Rajasthan,Suzuki,Gixxer SF 150,Standard ABS,2016,99115,155.0,45.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Comprehensive,2026-08-08,"₹48,700"
PW_IND_13311,Quikr,Kolkata,West Bengal,Suzuki,Access 125,Ride Connect,2018,68670,124.0,52.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Third-Party,2026-03-23,"23,400"
PW_IND_19416,CarTrade,Kolkata,West Bengal,TVS,Sport,ES,2022,39805,110.0,70.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-07-12,"₹ 36,700"
PW_IND_17872,Droom,Delhi-NCR,Delhi,Hero,HF Deluxe,Kick Start,2023,34549,97.0,68.0,Manual,Petrol,4th Owner,Certified Dealer,1 Year Certified Warranty,Expired,2026-08-09,39200
PW_IND_18131,Droom,Jaipur,Rajasthan,KTM,RC 200,GP Edition,2020,75205,199.0,32.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-04-23,"₹ 116,500.00"
PW_IND_16522,BikeWale,Mumbai,Maharashtra,Honda,Unicorn,Standard,2020,40901,160.0,50.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-01-10,"₹55,100"
PW_IND_18878,Bikes24,Hyderabad,Telangana,Hero,Xpulse 200,4V Rally,2019,45304,200.0,40.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,2026-02-26,"₹ 87,500.00"
PW_IND_12268,OLX,Jaipur,Rajasthan,TVS,Apache RTR 160,4V Special Edition,2021,45239,160.0,45.0,Manual,Petrol,3rd Owner,Individual,No Warranty,Third-Party,2026-03-24,"₹40,700"
PW_IND_18640,Bikes24,Chennai,Tamil Nadu,Honda,Hornet 2.0,ABS,2020,50292,184.0,42.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Expired,2026-07-16,86100
PW_IND_18598,Bikes24,Hyderabad,Telangana,Hero,Glamour,Disc,2021,46610,125.0,55.0,Manual,Petrol,2nd Owner,Dealer,6 Months Warranty,Expired,2026-07-24,44300
PW_IND_19445,CarTrade,Mumbai,Maharashtra,Yamaha,MT-15,V2 MotoGP,2016,91445,155.0,44.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-04-27,"₹ 41,400.00"
PW_IND_13538,Quikr,Ahmedabad,Gujarat,Bajaj,Avenger Cruise 220,Standard,2020,60676,220.0,38.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,2026-05-12,56900
PW_IND_16688,BikeWale,Ahmedabad,Gujarat,Hero,Passion Pro,Drum,2018,66926,113.0,60.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,2026-06-15,20400
PW_IND_15274,BikeDekho,Lucknow,Uttar Pradesh,KTM,RC 390,Factory Racing,2017,74147,373.0,27.0,Manual,Petrol,2nd Owner,Dealer,6 Months Warranty,Comprehensive,2026-02-15,"₹ 70,200"
PW_IND_12994,OLX,Hyderabad,Telangana,KTM,RC 390,Factory Racing,2018,101124,373.0,27.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Expired,2026-07-06,"₹ 91,400"
PW_IND_16282,BikeWale,Mumbai,Maharashtra,Bajaj,Dominar 400,Touring Edition,2017,48697,373.0,30.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,2026-03-06,"68,100"
