listing_id,platform,city,state,brand,model,variant,manufacturing_year,vehicle_age,kilometers_driven,engine_capacity_cc,mileage_kmpl,transmission,fuel_type,number_of_owners,seller_type,warranty_status,insurance_validity,listed_price,price_per_cc,price_per_km,expected_market_price,price_difference,price_ratio,price_category
PW_IND_15923,BikeWale,Chennai,Tamil Nadu,Royal Enfield,Hunter 350,Metro Rebel,2020,6,49827,349.0,36.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,84400.0,241.83,1.694,83000.0,1400.0,1.017,Fairly Priced
PW_IND_19519,CarTrade,Pune,Maharashtra,KTM,RC 390,Factory Racing,2019,7,42706,373.0,27.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,146900.0,393.83,3.44,146600.0,300.0,1.002,Fairly Priced
PW_IND_17554,Droom,Kolkata,West Bengal,KTM,Duke 200,Electronic Orange,2012,14,113039,199.0,33.0,Manual,Petrol,1st Owner,Certified Dealer,No Warranty,Third-Party,36500.0,183.42,0.323,33100.0,3400.0,1.103,Overpriced
PW_IND_12721,OLX,Mumbai,Maharashtra,Hero,Glamour,Disc,2021,5,48221,125.0,55.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Expired,48000.0,384.0,0.995,47600.0,400.0,1.008,Fairly Priced
PW_IND_18381,Bikes24,Kolkata,West Bengal,Honda,Unicorn,Standard,2022,4,41984,160.0,50.0,Manual,Petrol,1st Owner,Dealer,1 Year Certified Warranty,Comprehensive,73900.0,461.88,1.76,67900.0,6000.0,1.088,Fairly Priced
PW_IND_18744,Bikes24,Lucknow,Uttar Pradesh,Bajaj,Avenger Cruise 220,Standard,2022,4,39539,220.0,38.0,Manual,Petrol,1st Owner,Dealer,1 Year Certified Warranty,Comprehensive,98300.0,446.82,2.486,84900.0,13400.0,1.158,Overpriced
PW_IND_17633,Droom,Ahmedabad,Gujarat,Hero,Splendor Plus,Self Start i3S,2020,6,32897,97.0,65.0,Manual,Petrol,3rd Owner,Certified Dealer,1 Year Certified Warranty,Third-Party,41300.0,425.77,1.255,35200.0,6100.0,1.173,Overpriced
PW_IND_11020,OLX,Kolkata,West Bengal,Royal Enfield,Bullet 350,Standard ES,2018,8,43338,346.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,53400.0,154.34,1.232,66100.0,-12700.0,0.808,Underpriced
PW_DUP_20210,OLX,Mumbai,Maharashtra,Royal Enfield,Meteor 350,Supernova,2018,8,80635,349.0,36.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,70600.0,202.29,0.876,79100.0,-8500.0,0.893,Underpriced
PW_IND_11816,OLX,Lucknow,Uttar Pradesh,Yamaha,MT-15,V2 MotoGP,2016,10,88523,155.0,44.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,33600.0,216.77,0.38,43800.0,-10200.0,0.767,Underpriced
PW_IND_17784,Droom,Mumbai,Maharashtra,Hero,Passion Pro,Drum,2025,1,9597,113.0,60.0,Manual,Petrol,1st Owner,Dealer,1 Year Certified Warranty,Comprehensive,98600.0,872.57,10.273,77300.0,21300.0,1.276,Overpriced
PW_IND_13722,Quikr,Chennai,Tamil Nadu,Yamaha,RayZR 125,Fi Hybrid,2020,6,37907,125.0,54.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,41400.0,331.2,1.092,44600.0,-3200.0,0.928,Fairly Priced
PW_IND_11275,OLX,Jaipur,Rajasthan,Royal Enfield,Himalayan,Pine Green,2016,10,114319,411.0,32.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,46400.0,112.9,0.406,54000.0,-7600.0,0.859,Underpriced
PW_IND_15030,BikeDekho,Pune,Maharashtra,Honda,Activa 6G,DLX,2018,8,73105,110.0,55.0,Automatic,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,23700.0,215.45,0.324,28900.0,-5200.0,0.82,Underpriced
PW_IND_16140,BikeWale,Mumbai,Maharashtra,Hero,HF Deluxe,Kick Start,2020,6,71864,97.0,68.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,21700.0,223.71,0.302,25300.0,-3600.0,0.858,Underpriced
PW_IND_13019,Quikr,Delhi-NCR,Delhi,Honda,Activa 6G,DLX,2022,4,37514,110.0,55.0,Automatic,Petrol,2nd Owner,Individual,No Warranty,Third-Party,38100.0,346.36,1.016,39000.0,-900.0,0.977,Fairly Priced
PW_IND_14354,BikeDekho,Bengaluru,Karnataka,TVS,Sport,ES,2022,4,53713,110.0,70.0,Manual,Petrol,2nd Owner,Individual,6 Months Warranty,Expired,29400.0,267.27,0.547,38300.0,-8900.0,0.768,Underpriced
PW_IND_15316,BikeDekho,Ahmedabad,Gujarat,Suzuki,Gixxer 250,Dual ABS,2023,3,27452,249.0,35.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Comprehensive,129100.0,518.47,4.703,134500.0,-5400.0,0.96,Fairly Priced
PW_IND_18121,Droom,Delhi-NCR,Delhi,KTM,Duke 390,Gen-3 Dark Galvano,2019,7,63166,373.0,28.0,Manual,Petrol,2nd Owner,Certified Dealer,6 Months Warranty,Third-Party,135600.0,363.54,2.147,113900.0,21700.0,1.191,Overpriced
PW_IND_15525,BikeDekho,Jaipur,Rajasthan,Royal Enfield,Classic 350,Dual Channel ABS,2023,3,29385,349.0,35.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Comprehensive,171500.0,491.4,5.836,140600.0,30900.0,1.22,Overpriced
PW_IND_17127,Droom,Kolkata,West Bengal,Honda,Activa 125,Disc,2020,6,61085,124.0,50.0,Automatic,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Expired,51900.0,418.55,0.85,41000.0,10900.0,1.266,Overpriced
PW_IND_11122,OLX,Chennai,Tamil Nadu,Yamaha,Aerox 155,Version S,2024,2,14925,155.0,42.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,155100.0,1000.65,10.391,121900.0,33200.0,1.272,Overpriced
PW_IND_12632,OLX,Lucknow,Uttar Pradesh,Bajaj,Platina 100,ES Drum,2022,4,49162,102.0,72.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,23100.0,226.47,0.47,32200.0,-9100.0,0.717,Underpriced
PW_IND_13961,Quikr,Lucknow,Uttar Pradesh,Bajaj,Avenger Cruise 220,Standard,2019,7,72856,220.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,36200.0,164.55,0.497,52800.0,-16600.0,0.686,Underpriced
PW_IND_12977,OLX,Lucknow,Uttar Pradesh,Suzuki,Gixxer 250,Dual ABS,2017,9,81054,249.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,40200.0,161.45,0.496,55500.0,-15300.0,0.724,Underpriced
PW_IND_18457,Bikes24,Delhi-NCR,Delhi,KTM,RC 200,GP Edition,2017,9,67239,199.0,32.0,Manual,Petrol,2nd Owner,Dealer,6 Months Warranty,Comprehensive,46200.0,232.16,0.687,59500.0,-13300.0,0.776,Underpriced
PW_IND_18052,Droom,Chennai,Tamil Nadu,TVS,NTORQ 125,Race XP,2022,4,35103,125.0,47.0,Automatic,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Third-Party,78600.0,628.8,2.239,68500.0,10100.0,1.147,Overpriced
PW_IND_15849,BikeWale,Lucknow,Uttar Pradesh,Hero,Splendor Plus,Self Start i3S,2020,6,74681,97.0,65.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,21100.0,217.53,0.283,30300.0,-9200.0,0.696,Underpriced
PW_DUP_20036,OLX,Jaipur,Rajasthan,Bajaj,Dominar 400,Touring Edition,2021,5,29257,373.0,30.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,115200.0,308.85,3.937,110100.0,5100.0,1.046,Fairly Priced
PW_IND_19392,CarTrade,Mumbai,Maharashtra,TVS,Apache RTR 200,4V Dual ABS,2019,7,62425,198.0,39.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,63400.0,320.2,1.016,62800.0,600.0,1.01,Fairly Priced
PW_IND_10719,OLX,Hyderabad,Telangana,Honda,Hornet 2.0,ABS,2023,3,22205,184.0,42.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,90900.0,494.02,4.093,100000.0,-9100.0,0.909,Fairly Priced
PW_IND_13415,Quikr,Pune,Maharashtra,Royal Enfield,Classic 350,Dual Channel ABS,2019,7,58256,349.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,95300.0,273.07,1.636,94000.0,1300.0,1.014,Fairly Priced
PW_DUP_20047,Quikr,Chennai,Tamil Nadu,KTM,Duke 200,Electronic Orange,2023,3,40680,199.0,33.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,123600.0,621.11,3.038,118300.0,5300.0,1.045,Fairly Priced
PW_IND_10660,OLX,Kolkata,West Bengal,Bajaj,Pulsar 125,Neon,2018,8,79290,125.0,52.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,23700.0,189.6,0.299,28900.0,-5200.0,0.82,Underpriced
PW_IND_14303,BikeDekho,Delhi-NCR,Delhi,Royal Enfield,Meteor 350,Supernova,2021,5,31580,349.0,36.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,107700.0,308.6,3.41,110900.0,-3200.0,0.971,Fairly Priced
PW_IND_18538,Bikes24,Delhi-NCR,Delhi,Hero,Glamour,Disc,2020,6,70821,125.0,55.0,Manual,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Third-Party,39800.0,318.4,0.562,36800.0,3000.0,1.082,Fairly Priced
PW_IND_16591,BikeWale,Jaipur,Rajasthan,Hero,Xpulse 200,4V Rally,2024,2,17521,200.0,40.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Third-Party,117700.0,588.5,6.717,107900.0,9800.0,1.091,Fairly Priced
PW_IND_10792,OLX,Jaipur,Rajasthan,Suzuki,Access 125,Ride Connect,2019,7,70182,124.0,52.0,Automatic,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,21100.0,170.16,0.301,29900.0,-8800.0,0.706,Underpriced
PW_IND_15164,BikeDekho,Kolkata,West Bengal,Bajaj,Avenger Cruise 220,Standard,2022,4,43076,220.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,73000.0,331.82,1.695,80900.0,-7900.0,0.902,Fairly Priced
PW_IND_10748,OLX,Delhi-NCR,Delhi,Yamaha,Aerox 155,Version S,2016,10,80515,155.0,42.0,Automatic,Petrol,2nd Owner,Individual,No Warranty,Third-Party,23400.0,150.97,0.291,33700.0,-10300.0,0.694,Underpriced
PW_IND_17478,Droom,Mumbai,Maharashtra,TVS,Sport,ES,2019,7,59090,110.0,70.0,Manual,Petrol,2nd Owner,Dealer,1 Year Certified Warranty,Comprehensive,21900.0,199.09,0.371,28600.0,-6700.0,0.766,Underpriced
PW_IND_12072,OLX,Pune,Maharashtra,Bajaj,Dominar 400,Touring Edition,2017,9,121037,373.0,30.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,46400.0,124.4,0.383,62800.0,-16400.0,0.739,Underpriced
PW_IND_13778,Quikr,Hyderabad,Telangana,Suzuki,Gixxer SF 150,Standard ABS,2022,4,43382,155.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,79800.0,514.84,1.839,86700.0,-6900.0,0.92,Fairly Priced
PW_IND_12597,OLX,Ahmedabad,Gujarat,Royal Enfield,Classic 350,Dual Channel ABS,2020,6,43109,349.0,35.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,111500.0,319.48,2.586,107600.0,3900.0,1.036,Fairly Priced
PW_IND_18219,Bikes24,Pune,Maharashtra,Bajaj,Pulsar 125,Neon,2014,12,134597,125.0,52.0,Manual,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Third-Party,24900.0,199.2,0.185,20200.0,4700.0,1.233,Overpriced
PW_IND_15226,BikeDekho,Lucknow,Uttar Pradesh,Bajaj,Pulsar NS200,Dual Channel ABS,2018,8,66601,199.0,40.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,38000.0,190.95,0.571,50600.0,-12600.0,0.751,Underpriced
PW_IND_17928,Droom,Jaipur,Rajasthan,TVS,Apache RTR 160,4V Special Edition,2019,7,71932,160.0,45.0,Manual,Petrol,1st Owner,Certified Dealer,No Warranty,Third-Party,62100.0,388.12,0.863,52800.0,9300.0,1.176,Overpriced
PW_IND_19192,CarTrade,Hyderabad,Telangana,Hero,Glamour,Disc,2017,9,91253,125.0,55.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,20900.0,167.2,0.229,26100.0,-5200.0,0.801,Underpriced
PW_IND_13345,Quikr,Jaipur,Rajasthan,Bajaj,Dominar 400,Touring Edition,2021,5,45537,373.0,30.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,111800.0,299.73,2.455,118900.0,-7100.0,0.94,Fairly Priced
PW_IND_13590,Quikr,Lucknow,Uttar Pradesh,Honda,Unicorn,Standard,2021,5,41393,160.0,50.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Expired,55800.0,348.75,1.348,57000.0,-1200.0,0.979,Fairly Priced
PW_IND_17166,Droom,Pune,Maharashtra,Suzuki,Burgman Street,EX,2018,8,82485,124.0,50.0,Automatic,Petrol,2nd Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,44500.0,358.87,0.539,37100.0,7400.0,1.199,Overpriced
PW_IND_11014,OLX,Kolkata,West Bengal,Royal Enfield,Himalayan,Pine Green,2020,6,56308,411.0,32.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,107000.0,260.34,1.9,101000.0,6000.0,1.059,Fairly Priced
PW_IND_13361,Quikr,Lucknow,Uttar Pradesh,KTM,Duke 390,Gen-3 Dark Galvano,2017,9,56996,373.0,28.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,80400.0,215.55,1.411,100500.0,-20100.0,0.8,Underpriced
PW_IND_10732,OLX,Jaipur,Rajasthan,Suzuki,Gixxer SF 150,Standard ABS,2016,10,75833,155.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,32600.0,210.32,0.43,38900.0,-6300.0,0.838,Underpriced
PW_IND_20000,CarTrade,Kolkata,West Bengal,Hero,Xpulse 200,4V Rally,2017,9,99240,200.0,40.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,26000.0,130.0,0.262,40800.0,-14800.0,0.637,Underpriced
PW_IND_15734,BikeDekho,Jaipur,Rajasthan,Honda,CB Shine,SP,2021,5,67720,125.0,58.0,Manual,Petrol,1st Owner,Individual,6 Months Warranty,Comprehensive,29900.0,239.2,0.442,41900.0,-12000.0,0.714,Underpriced
PW_IND_10706,OLX,Chennai,Tamil Nadu,Bajaj,Pulsar 125,Neon,2019,7,52400,125.0,52.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,38300.0,306.4,0.731,37500.0,800.0,1.021,Fairly Priced
PW_IND_10582,OLX,Lucknow,Uttar Pradesh,Suzuki,Burgman Street,EX,2021,5,45321,124.0,50.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Expired,51200.0,412.9,1.13,50000.0,1200.0,1.024,Fairly Priced
PW_IND_19208,CarTrade,Ahmedabad,Gujarat,KTM,RC 390,Factory Racing,2018,8,81304,373.0,27.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,85100.0,228.15,1.047,113500.0,-28400.0,0.75,Underpriced
PW_IND_16018,BikeWale,Mumbai,Maharashtra,Bajaj,Avenger Cruise 220,Standard,2016,10,64624,220.0,38.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,34600.0,157.27,0.535,44200.0,-9600.0,0.783,Underpriced
PW_IND_13943,Quikr,Chennai,Tamil Nadu,Bajaj,Dominar 400,Touring Edition,2023,3,20672,373.0,30.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,196900.0,527.88,9.525,166700.0,30200.0,1.181,Overpriced
PW_IND_15453,BikeDekho,Delhi-NCR,Delhi,Bajaj,Platina 100,ES Drum,2019,7,62330,102.0,72.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Expired,18100.0,177.45,0.29,21700.0,-3600.0,0.834,Underpriced
PW_IND_12267,OLX,Ahmedabad,Gujarat,Royal Enfield,Meteor 350,Supernova,2017,9,69728,349.0,36.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,52900.0,151.58,0.759,70500.0,-17600.0,0.75,Underpriced
PW_IND_18913,Bikes24,Ahmedabad,Gujarat,Suzuki,Gixxer SF 150,Standard ABS,2014,12,68820,155.0,45.0,Manual,Petrol,2nd Owner,Certified Dealer,No Warranty,Comprehensive,40700.0,262.58,0.591,32000.0,8700.0,1.272,Overpriced
PW_IND_15831,BikeWale,Lucknow,Uttar Pradesh,Honda,Hornet 2.0,ABS,2023,3,24956,184.0,42.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,92700.0,503.8,3.714,91500.0,1200.0,1.013,Fairly Priced
PW_IND_15580,BikeDekho,Lucknow,Uttar Pradesh,Honda,Hornet 2.0,ABS,2022,4,33869,184.0,42.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Expired,77200.0,419.57,2.279,80100.0,-2900.0,0.964,Fairly Priced
PW_IND_16764,BikeWale,Ahmedabad,Gujarat,Honda,Hornet 2.0,ABS,2021,5,31963,184.0,42.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,66300.0,360.33,2.074,67900.0,-1600.0,0.976,Fairly Priced
PW_IND_14203,BikeDekho,Lucknow,Uttar Pradesh,Honda,Activa 6G,DLX,2018,8,66593,110.0,55.0,Automatic,Petrol,1st Owner,Dealer,6 Months Warranty,Expired,25300.0,230.0,0.38,29300.0,-4000.0,0.863,Underpriced
PW_IND_19234,CarTrade,Lucknow,Uttar Pradesh,Royal Enfield,Hunter 350,Metro Rebel,2019,7,58421,349.0,36.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,54700.0,156.73,0.936,59500.0,-4800.0,0.919,Fairly Priced
PW_IND_17556,Droom,Mumbai,Maharashtra,Royal Enfield,Classic 350,Dual Channel ABS,2022,4,37363,349.0,35.0,Manual,Petrol,4th Owner,Dealer,No Warranty,Comprehensive,71900.0,206.02,1.924,96500.0,-24600.0,0.745,Underpriced
PW_IND_10872,OLX,Kolkata,West Bengal,Hero,Glamour,Disc,2020,6,49085,125.0,55.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,36600.0,292.8,0.746,38700.0,-2100.0,0.946,Fairly Priced
PW_IND_15189,BikeDekho,Ahmedabad,Gujarat,Royal Enfield,Bullet 350,Standard ES,2015,11,94016,346.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,32200.0,93.06,0.342,42500.0,-10300.0,0.758,Underpriced
PW_IND_14767,BikeDekho,Kolkata,West Bengal,Suzuki,Gixxer SF 150,Standard ABS,2016,10,99279,155.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,31200.0,201.29,0.314,35300.0,-4100.0,0.884,Underpriced
PW_IND_16249,BikeWale,Ahmedabad,Gujarat,Yamaha,MT-15,V2 MotoGP,2019,7,59017,155.0,44.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Expired,68900.0,444.52,1.167,71000.0,-2100.0,0.97,Fairly Priced
PW_IND_18099,Droom,Lucknow,Uttar Pradesh,TVS,NTORQ 125,Race XP,2017,9,61871,125.0,47.0,Automatic,Petrol,2nd Owner,Dealer,1 Year Certified Warranty,Comprehensive,29800.0,238.4,0.482,31300.0,-1500.0,0.952,Fairly Priced
PW_IND_12442,OLX,Chennai,Tamil Nadu,Yamaha,MT-15,V2 MotoGP,2023,3,31396,155.0,44.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,117800.0,760.0,3.752,105000.0,12800.0,1.122,Overpriced
PW_IND_14084,BikeDekho,Jaipur,Rajasthan,KTM,Duke 200,Electronic Orange,2023,3,39911,199.0,33.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Comprehensive,161200.0,810.05,4.039,128100.0,33100.0,1.258,Overpriced
PW_IND_14677,BikeDekho,Lucknow,Uttar Pradesh,Yamaha,FZ-S FI,V4 Deluxe,2021,5,42951,149.0,45.0,Manual,Petrol,2nd Owner,Individual,6 Months Warranty,Comprehensive,63900.0,428.86,1.488,56700.0,7200.0,1.127,Overpriced
PW_IND_12289,OLX,Pune,Maharashtra,Hero,Passion Pro,Drum,2018,8,59453,113.0,60.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,21400.0,189.38,0.36,29200.0,-7800.0,0.733,Underpriced
PW_IND_16705,BikeWale,Jaipur,Rajasthan,Hero,Splendor Plus,Self Start i3S,2019,7,78958,97.0,65.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,25500.0,262.89,0.323,27500.0,-2000.0,0.927,Fairly Priced
PW_IND_13636,Quikr,Pune,Maharashtra,Yamaha,MT-15,V2 MotoGP,2023,3,35881,155.0,44.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,101600.0,655.48,2.832,104600.0,-3000.0,0.971,Fairly Priced
PW_IND_10910,OLX,Hyderabad,Telangana,TVS,NTORQ 125,Race XP,2022,4,46822,125.0,47.0,Automatic,Petrol,1st Owner,Individual,No Warranty,Comprehensive,55800.0,446.4,1.192,59900.0,-4100.0,0.932,Fairly Priced
PW_IND_12629,OLX,Delhi-NCR,Delhi,KTM,RC 390,Factory Racing,2019,7,58078,373.0,27.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,113700.0,304.83,1.958,124500.0,-10800.0,0.913,Fairly Priced
PW_IND_11820,OLX,Delhi-NCR,Delhi,KTM,RC 200,GP Edition,2012,14,132862,199.0,32.0,Manual,Petrol,4th Owner,Individual,No Warranty,Comprehensive,18600.0,93.47,0.14,21000.0,-2400.0,0.886,Underpriced
PW_IND_18860,Bikes24,Jaipur,Rajasthan,Yamaha,R15 V4,M Edition,2022,4,46082,155.0,40.0,Manual,Petrol,2nd Owner,Certified Dealer,6 Months Warranty,Third-Party,127900.0,825.16,2.775,108400.0,19500.0,1.18,Overpriced
PW_IND_16200,BikeWale,Kolkata,West Bengal,Royal Enfield,Hunter 350,Metro Rebel,2019,7,34459,349.0,36.0,Manual,Petrol,1st Owner,Dealer,6 Months Warranty,Comprehensive,83100.0,238.11,2.411,75800.0,7300.0,1.096,Fairly Priced
PW_IND_19622,CarTrade,Chennai,Tamil Nadu,Hero,Splendor Plus,Self Start i3S,2019,7,37092,97.0,65.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,27000.0,278.35,0.728,33200.0,-6200.0,0.813,Underpriced
PW_IND_10286,OLX,Mumbai,Maharashtra,TVS,Raider 125,Split Seat,2020,6,59645,125.0,57.0,Manual,Petrol,2nd Owner,Dealer,No Warranty,Comprehensive,39100.0,312.8,0.656,40500.0,-1400.0,0.965,Fairly Priced
PW_IND_11994,OLX,Jaipur,Rajasthan,Bajaj,Platina 100,ES Drum,2023,3,22757,102.0,72.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Expired,30400.0,298.04,1.336,39600.0,-9200.0,0.768,Underpriced
PW_IND_11268,OLX,Chennai,Tamil Nadu,KTM,RC 200,GP Edition,2015,11,77637,199.0,32.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Third-Party,40900.0,205.53,0.527,49800.0,-8900.0,0.821,Underpriced
PW_IND_19364,CarTrade,Mumbai,Maharashtra,Bajaj,Pulsar 125,Neon,2017,9,58208,125.0,52.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,21600.0,172.8,0.371,27200.0,-5600.0,0.794,Underpriced
PW_IND_13245,Quikr,Ahmedabad,Gujarat,Bajaj,Avenger Cruise 220,Standard,2021,5,44895,220.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,73600.0,334.55,1.639,76100.0,-2500.0,0.967,Fairly Priced
PW_DUP_20006,Quikr,Kolkata,West Bengal,KTM,RC 390,Factory Racing,2022,4,39234,373.0,27.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,226200.0,606.43,5.765,189500.0,36700.0,1.194,Overpriced
PW_IND_16127,BikeWale,Delhi-NCR,Delhi,KTM,RC 390,Factory Racing,2012,14,110964,373.0,27.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,37100.0,99.46,0.334,49000.0,-11900.0,0.757,Underpriced
PW_IND_15711,BikeDekho,Hyderabad,Telangana,Yamaha,RayZR 125,Fi Hybrid,2019,7,63206,125.0,54.0,Automatic,Petrol,2nd Owner,Dealer,No Warranty,Third-Party,30600.0,244.8,0.484,32800.0,-2200.0,0.933,Fairly Priced
PW_IND_17364,Droom,Chennai,Tamil Nadu,Royal Enfield,Himalayan,Pine Green,2021,5,47400,411.0,32.0,Manual,Petrol,1st Owner,Certified Dealer,6 Months Warranty,Expired,150900.0,367.15,3.183,134600.0,16300.0,1.121,Overpriced
PW_IND_18065,Droom,Hyderabad,Telangana,Honda,CB Shine,SP,2018,8,89881,125.0,58.0,Manual,Petrol,1st Owner,Certified Dealer,1 Year Certified Warranty,Comprehensive,43300.0,346.4,0.482,34800.0,8500.0,1.244,Overpriced
PW_IND_11216,OLX,Pune,Maharashtra,Suzuki,Gixxer SF 150,Standard ABS,2013,13,146701,155.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Expired,18600.0,120.0,0.127,24800.0,-6200.0,0.75,Underpriced
PW_IND_14705,BikeDekho,Bengaluru,Karnataka,Suzuki,Burgman Street,EX,2018,8,56066,124.0,50.0,Automatic,Petrol,1st Owner,Dealer,No Warranty,Third-Party,32800.0,264.52,0.585,41500.0,-8700.0,0.79,Underpriced
PW_IND_12200,OLX,Kolkata,West Bengal,Bajaj,Avenger Cruise 220,Standard,2017,9,63237,220.0,38.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,34900.0,158.64,0.552,44700.0,-9800.0,0.781,Underpriced
PW_IND_13407,Quikr,Pune,Maharashtra,Bajaj,Pulsar 125,Neon,2023,3,22870,125.0,52.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,65100.0,520.8,2.846,63300.0,1800.0,1.028,Fairly Priced
PW_IND_12243,OLX,Delhi-NCR,Delhi,Bajaj,Avenger Cruise 220,Standard,2022,4,29714,220.0,38.0,Manual,Petrol,2nd Owner,Individual,No Warranty,Comprehensive,72700.0,330.45,2.447,71100.0,1600.0,1.023,Fairly Priced
PW_IND_19776,CarTrade,Chennai,Tamil Nadu,Suzuki,Gixxer SF 150,Standard ABS,2025,1,8312,155.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Third-Party,160500.0,1035.48,19.307,130900.0,29600.0,1.226,Overpriced
PW_IND_18189,Droom,Lucknow,Uttar Pradesh,Honda,Activa 125,Disc,2017,9,52141,124.0,50.0,Automatic,Petrol,2nd Owner,Dealer,6 Months Warranty,Third-Party,20900.0,168.55,0.401,27400.0,-6500.0,0.763,Underpriced
PW_IND_16340,BikeWale,Lucknow,Uttar Pradesh,KTM,Duke 390,Gen-3 Dark Galvano,2022,4,28503,373.0,28.0,Manual,Petrol,1st Owner,Dealer,No Warranty,Third-Party,240600.0,645.04,8.441,186400.0,54200.0,1.291,Overpriced
PW_IND_19663,CarTrade,Pune,Maharashtra,Yamaha,FZ-S FI,V4 Deluxe,2022,4,29259,149.0,45.0,Manual,Petrol,1st Owner,Individual,No Warranty,Comprehensive,78700.0,528.19,2.69,78200.0,500.0,1.006,Fairly Priced
